id,date,from,message,reply_to_message_id
1044,2020-04-16 15:40:47,@Ganesh Kumar Reddy ( 621792621.0 ),Just upload and leave it . everyone getting same...,
1045,2020-04-16 17:22:08,AR ( 556754132.0 ),how far have u all completed pjp java core,
1047,2020-04-16 17:25:46,Suraj Dubey ( 687974663.0 ),Can anyone help with the C PJP?,
1048,2020-04-16 17:27:16,AR ( 556754132.0 ),do reply in personal if u have problem sharing your status here.just to know and i am bit stuck,1045.0
1050,2020-04-16 18:01:30,Ashu ( 969656326.0 ),Anyone joined the web ex session of wipro?,
1056,2020-04-17 17:02:24,Sagar Chaudhary ( 895925977.0 ),Anyone got this mail,
1057,2020-04-17 17:02:52,Suraj Dubey ( 687974663.0 ),Everyone I guess,1056.0
1058,2020-04-17 17:02:58,Maunish Shah ( 555947716.0 ),"Yes
Fill that survey",
1059,2020-04-17 17:20:40,Refrin ( 757416344.0 ),Please check your emails for the survey link from Wipro. Give the survey if you have uploaded the documents on iverify.,
1061,2020-04-17 17:21:08,Sagar Chaudhary ( 895925977.0 ),Yeah,1057.0
1062,2020-04-17 17:26:52,Lakshmanagari Himaja ( 926583723.0 ),Photo from L. Himaja,
1063,2020-04-17 17:27:02,Lakshmanagari Himaja ( 926583723.0 ),Any one got this mail,
1064,2020-04-17 17:27:22,Abhishek Mishra ( 812031328.0 ),Yes,
1065,2020-04-17 17:27:40,Praneti Kore ( 835217980.0 ),I am unable to take printout of LOA due to lockdown,
1066,2020-04-17 17:27:43,Praneti Kore ( 835217980.0 ),What can I do?,
1067,2020-04-17 17:27:57,Lakshmanagari Himaja ( 926583723.0 ),What we have do for this,
1068,2020-04-17 17:28:01,Lakshmanagari Himaja ( 926583723.0 ),Mail,
1069,2020-04-17 17:28:06,Lakshmanagari Himaja ( 926583723.0 ),Can you know,
1072,2020-04-17 18:23:18,ka;hoil ( 730583697.0 ),hey is there any test after pbl course?,
1073,2020-04-17 18:23:29,ka;hoil ( 730583697.0 ),*pjp?,
1074,2020-04-17 18:23:36,Reethika Shetty ( 735502485.0 ),Yes,
1075,2020-04-17 18:23:54,ka;hoil ( 730583697.0 ),is it online?,
1076,2020-04-17 18:25:32,Reethika Shetty ( 735502485.0 ),"If lockdown was extended they said they will try to keep test in online 
If not
After joining they will conduct exam",
1077,2020-04-17 18:26:43,ka;hoil ( 730583697.0 ),okay,
1078,2020-04-17 18:28:56,Rajani Upadhyay ( 753329799.0 ),Who said this,1076.0
1079,2020-04-17 18:29:28,Reethika Shetty ( 735502485.0 ),In today evening webx conference meeting,
1080,2020-04-17 18:29:37,Reethika Shetty ( 735502485.0 ),Our mentor said,
1081,2020-04-17 18:31:01,Rajani Upadhyay ( 753329799.0 ),Ok thank you,
1082,2020-04-17 18:33:10,ka;hoil ( 730583697.0 ),how many of you completed pjp assignmemts?,
1083,2020-04-17 18:36:28,Vinay Dravid ( 748368816.0 ),Anyone done your technical seminar on connected Vehicles???,
1084,2020-04-17 18:44:20,Padma ( 1088920036.0 ),What is it?,1083.0
1085,2020-04-17 19:44:06,Vinay Dravid ( 748368816.0 ),"Related to our  acdemics
I have seminar on this topic need to prepare report so anyone done with the same please share the infoormation",1084.0
1086,2020-04-17 19:44:54,Padma ( 1088920036.0 ),Ok,1085.0
1087,2020-04-17 20:27:21,Shrey ( 795783056.0 ),What kind of exam?,1076.0
1088,2020-04-17 20:28:05,Reethika Shetty ( 735502485.0 ),Coding and bits related to Ur stream,
1089,2020-04-17 20:29:21,Lakshmanagari Himaja ( 926583723.0 ),Any one got this,1062.0
1090,2020-04-17 20:29:46,Arshad Mohammad ( 793293878.0 ),No,
1091,2020-04-17 20:38:25,Praneti Kore ( 835217980.0 ),I got this mail,1062.0
1092,2020-04-18 01:41:32,Amit Thakur ( 941804165.0 ),Anyone has java project,
1093,2020-04-18 01:41:36,Amit Thakur ( 941804165.0 ),Plz give me,
1094,2020-04-18 01:41:37,Praneti Kore ( 835217980.0 ),Me,
1095,2020-04-18 01:41:40,Praneti Kore ( 835217980.0 ),Which one,
1096,2020-04-18 01:42:08,Anmol Sharma ( 724907661.0 ),I need junit project,1095.0
1097,2020-04-18 01:42:32,Amit Thakur ( 941804165.0 ),On any topic,1095.0
1098,2020-04-18 01:42:50,Amit Thakur ( 941804165.0 ),Do you have ??,
1099,2020-04-18 15:43:35,Praneti Kore ( 835217980.0 ),No,
1100,2020-04-18 15:43:42,Praneti Kore ( 835217980.0 ),I have not done juniy,
1115,2020-04-20 09:02:48,Santhosh-😎 ( 1085787413.0 ),Anyone here help me.!,
1116,2020-04-20 09:04:43,Santhosh-😎 ( 1085787413.0 ),Does th programs prompted to mettl platform is enough to complete PJP course?,
1117,2020-04-20 10:19:26,Shouvik Basu ( 687431719.0 ),Anyone RDBMS SQL hands-on assignments plzz...send,
1118,2020-04-20 11:53:19,Mohammad ( 1014591672.0 ),Can anyone send Files (projects) of  C,
1121,2020-04-20 15:37:54,It's me ( 809094141.0 ),Hii.. Anyone completed phython pjp projects.??? Can anyone send the files pls...,
1122,2020-04-20 15:39:28,Sandeep Bera ( 378915487.0 ),"I had problem with pbl dashboard, to whom should I complaint? Even I mentioned it in discussion forum no one responded",
1123,2020-04-20 16:42:05,Pramit Das ( 783198804.0 ),Send mail to Pjp head,
1125,2020-04-20 18:29:00,Sagar Chaudhary ( 895925977.0 ),Ye aya kisiko?,
1126,2020-04-20 18:30:04,Opt ( 740332281.0 ),Yes,1124.0
1127,2020-04-20 18:30:47,Priyanka Eega ( 884724711.0 ),Yes,
1128,2020-04-20 18:32:15,AR ( 556754132.0 ),I didnt get,
1129,2020-04-20 18:32:54,AR ( 556754132.0 ),anyone else?,
1130,2020-04-20 18:33:09,Padma ( 1088920036.0 ),Me,1124.0
1131,2020-04-20 18:33:23,Slim Shady ( 1001692061.0 ),Yes I got,
1132,2020-04-20 18:34:31,It's me ( 809094141.0 ),I got,
1133,2020-04-20 18:36:12,AYUSH Kumar ( 739361554.0 ),i received it too.,
1134,2020-04-20 18:37:37,Himanshu Jadon ( 842861536.0 ),Hey i got green audit mail today what that means????,
1135,2020-04-20 18:38:22,ka;hoil ( 730583697.0 ),all that means they are not cancelling out offer letters😂,
1136,2020-04-20 18:38:30,Himanshu Jadon ( 842861536.0 ),Lol,
1137,2020-04-20 18:39:02,Himanshu Jadon ( 842861536.0 ),So now should i upload my all ug marksheets from 1 to 7th sen or only,
1138,2020-04-20 18:39:05,Himanshu Jadon ( 842861536.0 ),7th sem,
1139,2020-04-20 18:39:36,Sagar Chaudhary ( 895925977.0 ),Yeah,1135.0
1140,2020-04-20 18:40:14,ka;hoil ( 730583697.0 ),yes upload if you have,1137.0
1141,2020-04-20 18:41:18,Himanshu Jadon ( 842861536.0 ),Okay bro,
1142,2020-04-20 18:53:17,Prajwala Naik ( 687657794.0 ),I don't have wat i should do,1140.0
1143,2020-04-20 18:54:06,ka;hoil ( 730583697.0 ),wait,
1144,2020-04-20 18:56:10,Praneti Kore ( 835217980.0 ),I am unable to upload Loa because of unavailability of printer🥺,
1145,2020-04-20 18:56:13,Praneti Kore ( 835217980.0 ),What should I do,
1147,2020-04-20 19:19:46,AR ( 556754132.0 ),i tried using adobe pdf filler,1144.0
1148,2020-04-20 19:20:41,AR ( 556754132.0 ),can anyone help me with applying pan card online,
1149,2020-04-20 19:26:12,AR ( 556754132.0 ),anyone pls help,
1150,2020-04-20 19:28:30,Praneti Kore ( 835217980.0 ),Do you have the draft?,1146.0
1151,2020-04-20 19:29:33,Reethika Shetty ( 735502485.0 ),No I uploaded print out only before lockdown,
1152,2020-04-20 19:29:50,Praneti Kore ( 835217980.0 ),Where did you get this msg?,1146.0
1153,2020-04-20 19:30:03,Reethika Shetty ( 735502485.0 ),From college group,
1154,2020-04-20 19:30:16,Praneti Kore ( 835217980.0 ),Can you ask them for the draft?,
1155,2020-04-20 20:22:52,Shatanik Chakraborti ( 906438468.0 ),what is the employee id,
1156,2020-04-20 20:22:56,Shatanik Chakraborti ( 906438468.0 ),and user id,
1157,2020-04-20 20:49:04,Akshay ( 926638045.0 ),My synergy portal is locked...I typed the wrong password...what to do??,
1158,2020-04-20 20:59:58,Santhosh-😎 ( 1085787413.0 ),Reset password.,1157.0
1162,2020-04-21 10:23:53,Group Help ( 162726413.0 ), Theodore Couey [ 1278819288 ] is spamming a group or a channel. \n Action: Warn (1/3) ❕,
1163,2020-04-21 14:50:27,Dia Ghosh ( 921953524.0 ),Has everyone received green audit mail,1124.0
1164,2020-04-21 14:51:00,Venkat Balaji ( 865216945.0 ),No,
1165,2020-04-21 14:51:15,J ( 840917228.0 ),No,
1166,2020-04-21 14:51:26,Venkat Balaji ( 865216945.0 ),Did u,1163.0
1167,2020-04-21 14:51:37,Dia Ghosh ( 921953524.0 ),Not yet,1166.0
1168,2020-04-21 14:51:54,It's me ( 809094141.0 ),Yes,1163.0
1169,2020-04-21 15:02:40,Arshad Mohammad ( 793293878.0 ),I got only update green audit yesterday.,
1170,2020-04-21 15:03:06,Shatanik Chakraborti ( 906438468.0 ),yes,
1171,2020-04-21 15:04:03,Santhosh-😎 ( 1085787413.0 ),I didn't get. 😐,
1172,2020-04-21 15:08:45,Adarsh Sharma ( 441449211.0 ),"I got green audit letter yesterday and today from college group I got that I didn't upload Aadhar and Pan Card....
How many of u faced this problem",
1173,2020-04-21 15:09:47,Santhosh-😎 ( 1085787413.0 ),I faced not uploading pan card in synergy portal itself. But i uploaded.,
1174,2020-04-21 15:10:11,Santhosh-😎 ( 1085787413.0 ),But i didnt get any green audit letter...!,
1175,2020-04-21 15:10:54,Arshad Mohammad ( 793293878.0 ),Did u guys get update green audit or just green audit?,
1177,2020-04-21 15:11:28,Adarsh Sharma ( 441449211.0 ),This is what I got,
1178,2020-04-21 15:11:45,Arshad Mohammad ( 793293878.0 ),I too got the same.,1176.0
1179,2020-04-21 15:11:53,Sagar Chaudhary ( 895925977.0 ),Yeah,
1180,2020-04-21 15:12:00,Sagar Chaudhary ( 895925977.0 ),Everyone got this onlt,
1181,2020-04-21 15:12:01,Sagar Chaudhary ( 895925977.0 ),Only,
1182,2020-04-21 15:12:04,Sagar Chaudhary ( 895925977.0 ),*,
1183,2020-04-21 15:12:21,Santhosh-😎 ( 1085787413.0 ),This shows that you are complete with document verification process,1176.0
1184,2020-04-21 15:12:30,Adarsh Sharma ( 441449211.0 ),Broh did u get anything from college saying that you have to documents upload,1178.0
1185,2020-04-21 15:12:45,Arshad Mohammad ( 793293878.0 ),No.,
1186,2020-04-21 15:13:01,Arshad Mohammad ( 793293878.0 ),I uploaded all,
1187,2020-04-21 15:13:55,Adarsh Sharma ( 441449211.0 ),"I got this mail yesterday saying that I uploaded all the documents
But Today from college I got I need to upload Aadhar and Pan card.... Although I have uploaded all documents",1176.0
1188,2020-04-21 15:14:29,Arshad Mohammad ( 793293878.0 ),Oh...my college didn't say anything to me.,
1189,2020-04-21 15:15:01,Arshad Mohammad ( 793293878.0 ),Even iverify portal didn't give any notification about it,
1191,2020-04-21 15:26:08,Santhosh-😎 ( 1085787413.0 ),I to got this only now.,1190.0
1192,2020-04-21 15:26:26,Vasanthi Narasani ( 1052844565.0 ),Can any one say how to write consent email to upload LOA,
1193,2020-04-21 15:34:00,Praneti Kore ( 835217980.0 ),My account has been locked,
1194,2020-04-21 15:34:07,Praneti Kore ( 835217980.0 ),How can I get it back?,
1195,2020-04-21 15:39:41,Sagar Chaudhary ( 895925977.0 ),Password change karlo,
1196,2020-04-21 16:02:08,Lakshmanagari Himaja ( 926583723.0 ),I too got that,1191.0
1197,2020-04-21 16:44:58,Dia Ghosh ( 921953524.0 ),How are u getting this information....in my portal there is no bgv tab availabe,1173.0
1198,2020-04-21 16:45:10,Dia Ghosh ( 921953524.0 ),Neither i received any audit green mail,
1199,2020-04-21 16:45:21,Dia Ghosh ( 921953524.0 ),But i uploaded all documents,
1200,2020-04-21 16:46:45,Dia Ghosh ( 921953524.0 ),I did not receive any...how will i get to know what more shd i need to upload,1175.0
1201,2020-04-21 16:47:33,Dia Ghosh ( 921953524.0 ),I did not receive this also,1190.0
1202,2020-04-21 16:53:55,AR ( 556754132.0 ),go to wipro portal.i had a new button clarify,1200.0
1203,2020-04-21 16:54:18,AR ( 556754132.0 ),i didnt upload s7 marksheet and that was the reason,
1204,2020-04-21 16:54:49,Dia Ghosh ( 921953524.0 ),u mean synergy portal?,
1205,2020-04-21 16:55:31,Dia Ghosh ( 921953524.0 ),i did not receive my 7ths em marksheet yet,1202.0
1206,2020-04-21 16:55:53,AR ( 556754132.0 ),yep,
1208,2020-04-21 16:58:52,Dia Ghosh ( 921953524.0 ),Where is that tab ...can u pls tell,
1209,2020-04-21 16:59:08,Dia Ghosh ( 921953524.0 ),I have goy only these tabs in my portal,1206.0
1210,2020-04-21 17:02:14,It's me ( 809094141.0 ),Anyone need python pjp solutions.???,
1211,2020-04-21 17:02:33,Vasanthi Narasani ( 1052844565.0 ),Eve. I can't find my background verification tab,
1212,2020-04-21 17:06:30,Dia Ghosh ( 921953524.0 ),Can u put ss of that new button?,1202.0
1213,2020-04-21 17:27:18,AR ( 556754132.0 ),it might have been here.may be u dont have any problem,1208.0
1214,2020-04-21 17:28:10,Slim Shady ( 1001692061.0 ),"If you upload something it takes time....again to come that ""clarification"" option",
1215,2020-04-21 17:28:41,Dia Ghosh ( 921953524.0 ),But i did not receive audit green mail,1213.0
1216,2020-04-21 17:29:17,Slim Shady ( 1001692061.0 ),If you uploaded something today that option gets disappeared that means it's checking... The uploaded files again If any clarifications are there... The iverify portal will come after 4-5days,
1217,2020-04-21 17:29:57,Dia Ghosh ( 921953524.0 ),I hve uploaded documents  long back in iverify portal,1216.0
1218,2020-04-21 17:30:27,Venkat Balaji ( 865216945.0 ),Same in my casr,
1219,2020-04-21 17:30:43,Venkat Balaji ( 865216945.0 ),Long long back I uploaded,
1220,2020-04-21 17:30:54,Venkat Balaji ( 865216945.0 ),There was no provide clarifications,
1221,2020-04-21 17:31:12,Dia Ghosh ( 921953524.0 ),Yes me also thereafter i receive other mails...,
1222,2020-04-21 17:31:15,Venkat Balaji ( 865216945.0 ),I too didn't get audit green,
1223,2020-04-21 17:31:22,Venkat Balaji ( 865216945.0 ),Yes,1221.0
1224,2020-04-21 17:31:46,Venkat Balaji ( 865216945.0 ),They have only asked for 1 to 6 mark sheets,
1225,2020-04-21 17:31:52,Dia Ghosh ( 921953524.0 ),Yeah they also did not send any mail regarding any doubt,1222.0
1226,2020-04-21 17:32:05,Dia Ghosh ( 921953524.0 ),Any problems with my documents,1225.0
1227,2020-04-21 17:33:02,Venkat Balaji ( 865216945.0 ),Don't know bro,
1228,2020-04-21 17:33:15,Venkat Balaji ( 865216945.0 ),Y this happend,
1229,2020-04-21 17:33:53,Dia Ghosh ( 921953524.0 ),Yes are u thinking about sending any mail to them?,
1230,2020-04-21 17:34:06,Venkat Balaji ( 865216945.0 ),I sent yesterday itsself,
1231,2020-04-21 17:34:15,Venkat Balaji ( 865216945.0 ),I tried calling them,
1232,2020-04-21 17:34:19,Venkat Balaji ( 865216945.0 ),No response,
1233,2020-04-21 17:35:42,Venkat Balaji ( 865216945.0 ),I thought our documents are fine so we dont have to change anything,
1234,2020-04-21 17:35:53,Venkat Balaji ( 865216945.0 ),But now,
1235,2020-04-21 17:37:35,Dia Ghosh ( 921953524.0 ),okk then its fine!,
1236,2020-04-21 17:37:48,Dia Ghosh ( 921953524.0 ),may be we shall wait for few more days,
1237,2020-04-21 17:38:41,Slim Shady ( 1001692061.0 ),If something is wrong in verification it asks as long it gets correction,
1238,2020-04-21 17:39:11,Venkat Balaji ( 865216945.0 ),There is so such thing happened to me,1237.0
1239,2020-04-21 17:39:28,Slim Shady ( 1001692061.0 ),Mee to...,1238.0
1240,2020-04-21 17:39:42,Slim Shady ( 1001692061.0 ),I  got  clarification tab for 5 times,
1241,2020-04-21 17:39:51,Slim Shady ( 1001692061.0 ),With 3 days gap,
1242,2020-04-21 17:39:57,Slim Shady ( 1001692061.0 ),For each time,
1243,2020-04-21 17:40:22,Dia Ghosh ( 921953524.0 ),Clarification tab will appear in synergy portal only?,1240.0
1244,2020-04-21 17:40:29,Dia Ghosh ( 921953524.0 ),Or they will send mail to us?,
1245,2020-04-21 17:40:33,Slim Shady ( 1001692061.0 ),Yes,1243.0
1246,2020-04-21 17:40:50,Dia Ghosh ( 921953524.0 ),Okk,1245.0
1247,2020-04-21 17:40:57,Slim Shady ( 1001692061.0 ),"Mail is just to remind us...
Even if we uploaded correctly sometimes we may get mail",1244.0
1248,2020-04-21 17:41:07,Slim Shady ( 1001692061.0 ),But that doesn't matter...,
1249,2020-04-21 17:41:15,Slim Shady ( 1001692061.0 ),Check daily wipro login portal,
1250,2020-04-21 17:41:20,Slim Shady ( 1001692061.0 ),For clarification,
1251,2020-04-21 17:41:26,Dia Ghosh ( 921953524.0 ),Yeah that mail for uploading i got several times even after uploading...,1247.0
1252,2020-04-21 17:41:34,Dia Ghosh ( 921953524.0 ),Ok thanks,1249.0
1253,2020-04-21 17:41:36,Venkat Balaji ( 865216945.0 ),Yes,1251.0
1262,2020-04-22 12:06:41,Minna Davis ( 984805487.0 ),Hi,
1265,2020-04-22 15:19:04,Sayan Ghosh ( 1019444942.0 ),"Still not got the green audit mail🙁🙁
Is it only the phase 1 candidates who got the mail till now?
Or the candidates from phase 2 have also got it?!!",
1266,2020-04-22 15:19:28,Venkat Balaji ( 865216945.0 ),I am from phase one,1265.0
1267,2020-04-22 15:19:33,Venkat Balaji ( 865216945.0 ),Didn't get it,
1268,2020-04-22 15:20:51,Venkat Balaji ( 865216945.0 ),Did u mail them,1265.0
1269,2020-04-22 15:22:47,Sayan Ghosh ( 1019444942.0 ),"I am from phase 2
No I  haven't mailed them..",1268.0
1270,2020-04-22 15:23:06,Sayan Ghosh ( 1019444942.0 ),"U mailed them?
Did they reply?",
1271,2020-04-22 15:23:16,Venkat Balaji ( 865216945.0 ),No reply,
1272,2020-04-22 15:24:54,Sayan Ghosh ( 1019444942.0 ),"Ok☹️
Then we have no option rather than waiting 😄",1271.0
1273,2020-04-22 15:25:05,Venkat Balaji ( 865216945.0 ),😂😂,
1274,2020-04-22 15:44:38,Dia Ghosh ( 921953524.0 ),i am also from phase 1 but did not get green audit mail yet,
1275,2020-04-22 18:33:26,AN ( 862274633.0 ),Whosoever not received green audit mail anyone has contacted manager campus?,
1278,2020-04-22 20:00:52,Dia Ghosh ( 921953524.0 ),How to contact...i have sent mail but got no reply,1275.0
1279,2020-04-22 20:01:03,Dia Ghosh ( 921953524.0 ),Any other way?,
1280,2020-04-22 20:01:13,Akash ( 627967525.0 ),Can anyone share C pjp,
1281,2020-04-22 20:01:40,Akash ( 627967525.0 ),Stuffs or group,
1282,2020-04-22 20:01:42,Akash ( 627967525.0 ),??,
1283,2020-04-22 20:01:45,Akash ( 627967525.0 ),Help please,
1286,2020-04-22 21:04:17,AN ( 862274633.0 ),They will in 1or 2 days i had contacted pjp head and received response from hin,1278.0
1287,2020-04-22 21:04:26,AN ( 862274633.0 ),*him after 2 days,
1288,2020-04-22 21:14:01,Sayan Ghosh ( 1019444942.0 ),"What they have told?
Have you received the audit green mail?",1286.0
1289,2020-04-22 21:21:18,AN ( 862274633.0 ),I had contacted them regarding the correction in the code tracker,1288.0
1290,2020-04-22 21:21:28,AN ( 862274633.0 ),*code correction,
1291,2020-04-22 21:30:57,Sayan Ghosh ( 1019444942.0 ),Oh..ok,1289.0
1292,2020-04-22 21:32:21,AR ( 556754132.0 )," You have shown interest to join Wipro through our survey recently. However, it has been brought to our notice during the audit and document verification process that you have not uploaded all the mandatory documents to take your candidature ahead.\n\n \n\nIn order to onboard you, Please ensure to upload the below mentioned documents in verify portal by, 24th April, 2020, 10:00 AM to take your candidature ahead.\n\n \n\nIn case you are unable to upload documents in iverify portal, please send the below pending documents to campus.verification@wipro.com \n\n \n\nFailing which, your Letter of Intent/Offer letter will be revoked.",
1293,2020-04-22 21:32:31,AR ( 556754132.0 ),i received this mail today,
1294,2020-04-22 21:36:50,Sayan Ghosh ( 1019444942.0 ),"I haven't received this mail also...
I have uploaded all my documents 
Still not got the green audit mail...🙂",1292.0
1295,2020-04-22 21:37:39,AR ( 556754132.0 ),i didnt upload pan card and s7 marksheet,
1296,2020-04-22 21:37:53,Dia Ghosh ( 921953524.0 ),I have not received this kind of mail also my bgv tab is missing from portal...neither do i receive green audit mail,1292.0
1297,2020-04-22 21:38:21,Sayan Ghosh ( 1019444942.0 ),Same here😶,1296.0
1298,2020-04-22 21:38:22,Dia Ghosh ( 921953524.0 ),Ur bgv tab is showing in portal?,1295.0
1299,2020-04-22 21:38:44,AR ( 556754132.0 ),a new clarify button was there for me,1298.0
1300,2020-04-22 21:39:05,Dia Ghosh ( 921953524.0 ),Oo okk...in synergy portal?,1299.0
1301,2020-04-22 21:39:33,AR ( 556754132.0 ),yep,
1302,2020-04-22 21:42:56,Santhosh-😎 ( 1085787413.0 ),I didn't receive Sem 7 marksheet..😒,1301.0
1303,2020-04-22 23:31:41,Santhosh-😎 ( 1085787413.0 ),I had it but its gone once i closed the tab.,1299.0
1306,2020-04-23 09:16:27,Lakshmanagari Himaja ( 926583723.0 ),What have to write in clarification comments,
1307,2020-04-23 09:16:39,Lakshmanagari Himaja ( 926583723.0 ),Can anyone say,
1310,2020-04-23 18:12:00,Veena Patil ( 932458195.0 ),Is there anyone of B11 batch?,
1311,2020-04-23 18:12:42,Veena Patil ( 932458195.0 ),Is it compulsory to complete all pjp modules before 30?,
1312,2020-04-23 20:25:51,Santhosh-😎 ( 1085787413.0 ),Doing in mettl is enough?,1311.0
1315,2020-04-23 20:30:27,J ( 840917228.0 ),Anyone from batch 1?,
1316,2020-04-23 20:35:06,Shatanik Chakraborti ( 906438468.0 ),how should i know that i am in which batch?,
1317,2020-04-23 20:35:49,J ( 840917228.0 ),Yu can see it at dashboard,1316.0
1318,2020-04-23 20:49:52,Ijas ( 680844067.0 ),Anyone having trouble accessing the PJP site. Mine takes a lot of time to load. Most of the time it doesn't load after login. Any idea to solve this problem?,
1319,2020-04-23 20:50:03,Venkat Balaji ( 865216945.0 ),Yes,
1322,2020-04-23 22:06:01,Santhosh-😎 ( 1085787413.0 ),Clarification comments part working,
1323,2020-04-23 22:25:47,Akash ( 627967525.0 ),Me,1315.0
1324,2020-04-23 22:45:07,Anmol Sharma ( 724907661.0 ),Yes,1275.0
1325,2020-04-23 22:45:22,Praneti Kore ( 835217980.0 ),Not yet,1275.0
1330,2020-04-24 11:48:37,AN ( 862274633.0 ),so what they are saying,1324.0
1331,2020-04-24 11:49:08,Anmol Sharma ( 724907661.0 ),They said for wait,
1332,2020-04-24 11:49:30,Anmol Sharma ( 724907661.0 ),Because audit of all canditure is not done yet,
1333,2020-04-24 11:50:13,AN ( 862274633.0 ),okay thanks,1332.0
1334,2020-04-24 11:50:29,Anmol Sharma ( 724907661.0 ),😊,
1335,2020-04-24 12:35:06,Santhosh-😎 ( 1085787413.0 ),Yea i too received clarification yesterday only.,
1336,2020-04-24 12:35:30,Santhosh-😎 ( 1085787413.0 ),Please look synergy portal more,
1337,2020-04-24 13:31:00,Rajani Upadhyay ( 753329799.0 ),Anybody facing PBL app opening problem?,
1338,2020-04-24 13:31:13,Anmol Sharma ( 724907661.0 ),Yes,
1339,2020-04-24 13:31:14,King of Thanos ( 571481766.0 ),Me too,1337.0
1340,2020-04-24 13:38:21,Rajani Upadhyay ( 753329799.0 ),🤦‍♀🤦‍♀ if this is the case how should we complete it till 30 April,
1343,2020-04-24 17:03:19,Khushnood Ahmed ( 461276769.0 ),Anyone from dotnet stream?,
1344,2020-04-24 17:03:43,Khushnood Ahmed ( 461276769.0 ),I need some help in sql module,
1345,2020-04-24 17:04:03,Anmol Sharma ( 724907661.0 ), Akash .,1343.0
1346,2020-04-24 20:24:07,Refrin ( 757416344.0 ),Some groups are spreading rumours about the PJP. PJP is very much important. Your training will be based on your PJP performance. Please be aware.,
1347,2020-04-24 20:25:30,Refrin ( 757416344.0 ),"Also, the green audit mail will be sent out for candidates by different HRs. So everyone will get it, no need to worry. Just be patient.",
1349,2020-04-24 21:13:27,@Ganesh Kumar Reddy ( 621792621.0 ),??,1346.0
1350,2020-04-24 21:34:40,Santhosh-😎 ( 1085787413.0 ),Oh. Will have final test ?,1346.0
1351,2020-04-24 21:34:58,Himanshu Jadon ( 842861536.0 ),They will give us marks on behalf of that?,1346.0
1354,2020-04-25 10:44:54,Sagar Chaudhary ( 895925977.0 ),Java ka pjp pe logic building kisi ne kiya ha bhai,
1355,2020-04-25 10:44:56,Sagar Chaudhary ( 895925977.0 ),?,
1356,2020-04-25 15:32:04,Opt ( 740332281.0 ),Any one able to access pbl app?,
1357,2020-04-25 15:38:26,Arshad Mohammad ( 793293878.0 ),No,
1358,2020-04-25 16:43:48,Refrin ( 757416344.0 ),"Nope. But, will have training assessment.",1350.0
1361,2020-04-25 18:04:20,Sai Annapurna Goparaju ( 867985908.0 ),"Even I too got this mail
But, I replied to it after 10:00AM 
Does it matters alot?",1292.0
1362,2020-04-25 18:12:53,Sai Annapurna Goparaju ( 867985908.0 ),Some one reply for this,1361.0
1363,2020-04-25 19:29:46,Sai Annapurna Goparaju ( 867985908.0 ),Pls do reply,1361.0
1364,2020-04-25 19:30:22,Arshad Mohammad ( 793293878.0 ),Dont know,
1365,2020-04-25 19:30:37,Arshad Mohammad ( 793293878.0 ),I did at night 11:30,
1366,2020-04-25 19:35:47,Anmol Sharma ( 724907661.0 ),Anyone have logic buliding questions for java stream??,
1367,2020-04-25 22:14:26,Varun Surisetty ( 892249766.0 ),Does anyone have the complete java course completed file folder?,
1370,2020-04-26 02:34:05,Sagar Chaudhary ( 895925977.0 ),Bhai update status karne se update nhi horaha kaise hoga?,
1371,2020-04-26 02:34:27,Sagar Chaudhary ( 895925977.0 ),Koi help kar sakta ha ?,
1372,2020-04-26 02:46:44,J ( 840917228.0 ),Having the same problm,1370.0
1373,2020-04-26 03:10:09,Sagar Chaudhary ( 895925977.0 ),Kaise hoga bhai,1372.0
1374,2020-04-26 03:23:25,Anmol Sharma ( 724907661.0 ),Yrr rhi prblm aari h,1370.0
1375,2020-04-26 03:23:33,Anmol Sharma ( 724907661.0 ),Smjh nhi aara kya kre,
1376,2020-04-26 03:23:51,Sagar Chaudhary ( 895925977.0 ),Update hi nhi ho raha,
1377,2020-04-26 03:23:58,Sagar Chaudhary ( 895925977.0 ),Kuch v,
1378,2020-04-26 03:24:10,Anmol Sharma ( 724907661.0 ),Upload toh hore h aram se update nhi hore yrr,
1379,2020-04-26 03:24:22,Sagar Chaudhary ( 895925977.0 ),Code completion tracker me dal diya ha sab yaha update hi nhi ho raha,
1380,2020-04-26 03:24:34,Sagar Chaudhary ( 895925977.0 ),Sahi same,1378.0
1381,2020-04-26 03:24:41,Sagar Chaudhary ( 895925977.0 ),Jitni par karo same prblm,
1382,2020-04-26 03:25:11,Anmol Sharma ( 724907661.0 ),Shyd koi techincal dikkt h ye,
1383,2020-04-26 03:25:58,Anmol Sharma ( 724907661.0 ),Din mei ye pbl app khulta nhi,
1384,2020-04-26 03:26:04,Anmol Sharma ( 724907661.0 ),Rt mei dikkte krra h,
1385,2020-04-26 03:26:25,Sagar Chaudhary ( 895925977.0 ),Ha bhai islia raat ko try kiya ho hi nhi raha,1384.0
1388,2020-04-26 07:11:37,... ... ( 905973053.0 ),anyone have done .net ?,
1389,2020-04-26 07:11:42,... ... ( 905973053.0 ),stream,
1392,2020-04-26 12:05:01,Akshay ( 926638045.0 ),anyone got a clarification tab for criminal  check??,
1393,2020-04-26 12:05:40,Akshay ( 926638045.0 ),Please update permanent addressees in criminal tab and if permanent address and current address are different please update current address also,
