id,type,date,actor,actor_id,action,title,text,members,from,from_id,message_id,reply_to_message_id,photo,width,height,edited,poll,forwarded_from,via_bot,file,mime_type,thumbnail,media_type,sticker_emoji,contact_information,contact_vcard
1001,message,2020-04-11T09:31:21,,,,,kisika ye problem ho raha hai?,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1002,message,2020-04-11T09:31:26,,,,,Yup,,Known Stranger,1048087862,,,,,,,,,,,,,,,,
1003,message,2020-04-11T09:34:44,,,,,😔😔,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1004,service,2020-04-11T11:12:25,Chirag,720097495,invite_members,,,['Chirag'],,,,,,,,,,,,,,,,,,
1005,message,2020-04-11T11:12:27,,,,,1,,Group Help,162726413,,1004,,,,,,,,,,,,,,
1006,message,2020-04-11T12:11:18,,,,,2,,Ğ@ñ€$#,1009235559,,,,,,,,,,,,,,,,
1007,message,2020-04-12T09:50:08,,,,,We need to upload project,,Praneti Kore,835217980,,445,,,,,,,,,,,,,,
1008,message,2020-04-12T09:50:12,,,,,Assignments,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1009,message,2020-04-12T09:50:35,,,,,Last date is 30 april,,Praneti Kore,835217980,,462,,,,,,,,,,,,,,
1010,message,2020-04-12T09:50:57,,,,,Uploading site is different,,Praneti Kore,835217980,,473,,,,,,,,,,,,,,
1011,message,2020-04-12T10:03:31,,,,,Which site?,,Shrey,795783056,,1010,,,,,,,,,,,,,,
1012,message,2020-04-12T10:05:31,,,,,Code completion tracker,,Slim Shady,1001692061,,1011,,,,,,,,,,,,,,
1013,message,2020-04-12T10:05:55,,,,,It is integrated in pbl core website,,Slim Shady,1001692061,,,,,,,,,,,,,,,,
1014,message,2020-04-12T10:11:58,,,,,"No it's not of concern now.
Focus on learning is main motto of wipro",,Maunish Shah,555947716,,1009,,,,,,,,,,,,,,
1015,message,2020-04-12T10:12:20,,,,,So why there is a deadline then?,,Praneti Kore,835217980,,1014,,,,,,,,,,,,,,
1016,message,2020-04-12T10:15:54,,,,,If some deadline is there then only we think to complete the course (human nature) otherwise not think too much😂,,Maunish Shah,555947716,,,,,,,,,,,,,,,,
1017,message,2020-04-12T10:16:34,,,,,Infytq did not have any deadline to complete the course,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1018,message,2020-04-12T10:16:36,,,,,See!,,Maunish Shah,555947716,,610,,,,,,,,,,,,,,
1019,message,2020-04-12T10:16:57,,,,,Maybe because of covid-19?,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1020,message,2020-04-12T10:17:24,,,,,Don't know about that!,,Maunish Shah,555947716,,1019,,,,,,,,,,,,,,
1021,message,2020-04-12T10:18:09,,,,,Ok,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1022,service,2020-04-13T11:53:46,Slim Shady,1001692061,invite_members,,,['Anurag Suram'],,,,,,,,,,,,,,,,,,
1024,service,2020-04-13T18:13:00,Anupam R,1282615672,invite_members,,,['Anupam R'],,,,,,,,,,,,,,,,,,
1026,service,2020-04-13T19:58:42,Mohammad,1014591672,invite_members,,,['Mohammad'],,,,,,,,,,,,,,,,,,
1028,message,2020-04-13T20:05:11,,,,,Has anyone completed UNIXCsys modules in  PJP???,,Mohammad,1014591672,,,,,,,,,,,,,,,,
1029,message,2020-04-14T14:58:10,,,,,But i didn't get the results i have the online copy only,,Sagar Chaudhary,895925977,,989,,,,,,,,,,,,,,
1030,message,2020-04-14T15:22:58,,,,,Online copy upload kar de kya?,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1031,message,2020-04-14T15:23:50,,,,,I have uploaded the online copy,,Pramit Das,783198804,,,,,,,,,,,,,,,,
1032,message,2020-04-14T15:24:56,,,,,U can upload that bro,,Kiran,794056455,,1030,,,,,,,,,,,,,,
1033,message,2020-04-14T15:26:05,,,,,Yeah actually no one of us get the original copy due to this covid19,,Sagar Chaudhary,895925977,,1032,,,,,,,,,,,,,,
1034,message,2020-04-14T15:26:54,,,,,U can uplad that online copy bro,,Kiran,794056455,,1033,,,,,,,,,,,,,,
1035,message,2020-04-14T20:40:47,,,,,I didn't have the tab to upload the 7th sem marksheet,,Prëê,1043983283,,,(File not included. Change data exporting settings to download.),1280,720,,,,,,,,,,,
1036,message,2020-04-14T20:43:03,,,,,Is anyone having the same issue,,Prëê,1043983283,,,,,,,,,,,,,,,,
1037,message,2020-04-14T20:49:18,,,,,U will get that tab bro when they require particular document,,Kiran,794056455,,1035,,,,,,,,,,,,,,
1038,message,2020-04-15T18:50:36,,,,,I am not having online copy also.What can I do?,,Padma,1088920036,,1035,,,,,,,,,,,,,,
1039,service,2020-04-15T19:47:24,Abhi Manna,720804859,invite_members,,,['Abhi Manna'],,,,,,,,,,,,,,,,,,
1041,message,2020-04-16T10:21:13,,,,,i have submitted two project.but in projct list it is showing 0,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1042,message,2020-04-16T10:21:23,,,,,how i marked the projcts i have submitted,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1043,message,2020-04-16T11:23:16,,,,,Same question,,Rajani Upadhyay,753329799,,,,,,,,,,,,,,,,
1044,message,2020-04-16T15:40:47,,,,,Just upload and leave it . everyone getting same...,,@Ganesh Kumar Reddy,621792621,,,,,,,,,,,,,,,,
1045,message,2020-04-16T17:22:08,,,,,how far have u all completed pjp java core,,AR,556754132,,,,,,,,,,,,,,,,
1047,message,2020-04-16T17:25:46,,,,,Can anyone help with the C PJP?,,Suraj Dubey,687974663,,,,,,,,,,,,,,,,
1048,message,2020-04-16T17:27:16,,,,,do reply in personal if u have problem sharing your status here.just to know and i am bit stuck,,AR,556754132,,1045,,,,,,,,,,,,,,
1050,message,2020-04-16T18:01:30,,,,,Anyone joined the web ex session of wipro?,,Ashu,969656326,,,,,,,,,,,,,,,,
1051,service,2020-04-16T20:37:48,Karishma,1028348892,invite_members,,,['Karishma'],,,,,,,,,,,,,,,,,,
1052,service,2020-04-17T07:19:26,Priyanka Eega,884724711,invite_members,,,['Priyanka Eega'],,,,,,,,,,,,,,,,,,
1054,service,2020-04-17T08:45:23,Prajwala Naik,687657794,invite_members,,,['Prajwala Naik'],,,,,,,,,,,,,,,,,,
1056,message,2020-04-17T17:02:24,,,,,Anyone got this mail,,Sagar Chaudhary,895925977,,,(File not included. Change data exporting settings to download.),640,1280,,,,,,,,,,,
1057,message,2020-04-17T17:02:52,,,,,Everyone I guess,,Suraj Dubey,687974663,,1056,,,,,,,,,,,,,,
1058,message,2020-04-17T17:02:58,,,,,"Yes
Fill that survey",,Maunish Shah,555947716,,,,,,,,,,,,,,,,
1059,message,2020-04-17T17:20:40,,,,,Please check your emails for the survey link from Wipro. Give the survey if you have uploaded the documents on iverify.,,Refrin,757416344,,,,,,,,,,,,,,,,
1060,service,2020-04-17T17:20:42,Refrin,757416344,pin_message,,,,,,1059,,,,,,,,,,,,,,,
1061,message,2020-04-17T17:21:08,,,,,Yeah,,Sagar Chaudhary,895925977,,1057,,,,,,,,,,,,,,
1062,message,2020-04-17T17:26:52,,,,,Photo from L. Himaja,,Lakshmanagari Himaja,926583723,,,(File not included. Change data exporting settings to download.),720,1280,,,,,,,,,,,
1063,message,2020-04-17T17:27:02,,,,,Any one got this mail,,Lakshmanagari Himaja,926583723,,,,,,,,,,,,,,,,
1064,message,2020-04-17T17:27:22,,,,,Yes,,Abhishek Mishra,812031328,,,,,,,,,,,,,,,,
1065,message,2020-04-17T17:27:40,,,,,I am unable to take printout of LOA due to lockdown,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1066,message,2020-04-17T17:27:43,,,,,What can I do?,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1067,message,2020-04-17T17:27:57,,,,,What we have do for this,,Lakshmanagari Himaja,926583723,,,,,,,,,,,,,,,,
1068,message,2020-04-17T17:28:01,,,,,Mail,,Lakshmanagari Himaja,926583723,,,,,,,,,,,,,,,,
1069,message,2020-04-17T17:28:06,,,,,Can you know,,Lakshmanagari Himaja,926583723,,,,,,,,,,,,,,,,
1070,service,2020-04-17T17:36:14,Kavya Kavya,792035619,invite_members,,,['Kavya Kavya'],,,,,,,,,,,,,,,,,,
1072,message,2020-04-17T18:23:18,,,,,hey is there any test after pbl course?,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1073,message,2020-04-17T18:23:29,,,,,*pjp?,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1074,message,2020-04-17T18:23:36,,,,,Yes,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1075,message,2020-04-17T18:23:54,,,,,is it online?,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1076,message,2020-04-17T18:25:32,,,,,"If lockdown was extended they said they will try to keep test in online 
If not
After joining they will conduct exam",,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1077,message,2020-04-17T18:26:43,,,,,okay,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1078,message,2020-04-17T18:28:56,,,,,Who said this,,Rajani Upadhyay,753329799,,1076,,,,,,,,,,,,,,
1079,message,2020-04-17T18:29:28,,,,,In today evening webx conference meeting,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1080,message,2020-04-17T18:29:37,,,,,Our mentor said,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1081,message,2020-04-17T18:31:01,,,,,Ok thank you,,Rajani Upadhyay,753329799,,,,,,,,,,,,,,,,
1082,message,2020-04-17T18:33:10,,,,,how many of you completed pjp assignmemts?,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1083,message,2020-04-17T18:36:28,,,,,Anyone done your technical seminar on connected Vehicles???,,Vinay Dravid,748368816,,,,,,,,,,,,,,,,
1084,message,2020-04-17T18:44:20,,,,,What is it?,,Padma,1088920036,,1083,,,,,,,,,,,,,,
1085,message,2020-04-17T19:44:06,,,,,"Related to our  acdemics
I have seminar on this topic need to prepare report so anyone done with the same please share the infoormation",,Vinay Dravid,748368816,,1084,,,,,,,,,,,,,,
1086,message,2020-04-17T19:44:54,,,,,Ok,,Padma,1088920036,,1085,,,,,,,,,,,,,,
1087,message,2020-04-17T20:27:21,,,,,What kind of exam?,,Shrey,795783056,,1076,,,,,,,,,,,,,,
1088,message,2020-04-17T20:28:05,,,,,Coding and bits related to Ur stream,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1089,message,2020-04-17T20:29:21,,,,,Any one got this,,Lakshmanagari Himaja,926583723,,1062,,,,,,,,,,,,,,
1090,message,2020-04-17T20:29:46,,,,,No,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1091,message,2020-04-17T20:38:25,,,,,I got this mail,,Praneti Kore,835217980,,1062,,,,,,,,,,,,,,
1092,message,2020-04-18T01:41:32,,,,,Anyone has java project,,Amit Thakur,941804165,,,,,,,,,,,,,,,,
1093,message,2020-04-18T01:41:36,,,,,Plz give me,,Amit Thakur,941804165,,,,,,,,,,,,,,,,
1094,message,2020-04-18T01:41:37,,,,,Me,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1095,message,2020-04-18T01:41:40,,,,,Which one,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1096,message,2020-04-18T01:42:08,,,,,I need junit project,,Anmol Sharma,724907661,,1095,,,,,,,,,,,,,,
1097,message,2020-04-18T01:42:32,,,,,On any topic,,Amit Thakur,941804165,,1095,,,,,,,,,,,,,,
1098,message,2020-04-18T01:42:50,,,,,Do you have ??,,Amit Thakur,941804165,,,,,,,,,,,,,,,,
1099,message,2020-04-18T15:43:35,,,,,No,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1100,message,2020-04-18T15:43:42,,,,,I have not done juniy,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1101,service,2020-04-18T19:26:57,160031557_ Charan,642578271,invite_members,,,['160031557_ Charan'],,,,,,,,,,,,,,,,,,
1103,service,2020-04-18T21:49:30,Guptam Kumar,335286890,invite_members,,,['Guptam Kumar'],,,,,,,,,,,,,,,,,,
1105,service,2020-04-19T09:08:59,Theodore Couey,1278819288,invite_members,,,['Theodore Couey'],,,,,,,,,,,,,,,,,,
1107,service,2020-04-19T10:26:54,Upendra Shrivastava,526027586,invite_members,,,['Upendra Shrivastava'],,,,,,,,,,,,,,,,,,
1109,service,2020-04-20T00:01:56,Ankit Jain,697844633,invite_members,,,['Ankit Jain'],,,,,,,,,,,,,,,,,,
1111,service,2020-04-20T08:36:57,Sandeep Bera,378915487,invite_members,,,['Sandeep Bera'],,,,,,,,,,,,,,,,,,
1113,service,2020-04-20T09:02:01,Santhosh-😎,1085787413,invite_members,,,['Santhosh-😎'],,,,,,,,,,,,,,,,,,
1115,message,2020-04-20T09:02:48,,,,,Anyone here help me.!,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
1116,message,2020-04-20T09:04:43,,,,,Does th programs prompted to mettl platform is enough to complete PJP course?,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
1117,message,2020-04-20T10:19:26,,,,,Anyone RDBMS SQL hands-on assignments plzz...send,,Shouvik Basu,687431719,,,,,,,,,,,,,,,,
1118,message,2020-04-20T11:53:19,,,,,Can anyone send Files (projects) of  C,,Mohammad,1014591672,,,,,,,,,,,,,,,,
1119,service,2020-04-20T15:37:29,It's me,809094141,invite_members,,,"[""It's me""]",,,,,,,,,,,,,,,,,,
1121,message,2020-04-20T15:37:54,,,,,Hii.. Anyone completed phython pjp projects.??? Can anyone send the files pls...,,It's me,809094141,,,,,,,,,,,,,,,,
1122,message,2020-04-20T15:39:28,,,,,"I had problem with pbl dashboard, to whom should I complaint? Even I mentioned it in discussion forum no one responded",,Sandeep Bera,378915487,,,,,,,,,,,,,,,,
1123,message,2020-04-20T16:42:05,,,,,Send mail to Pjp head,,Pramit Das,783198804,,,,,,,,,,,,,,,,
1124,message,2020-04-20T18:28:58,,,,,,,Sagar Chaudhary,895925977,,,(File not included. Change data exporting settings to download.),640,1280,,,,,,,,,,,
1125,message,2020-04-20T18:29:00,,,,,Ye aya kisiko?,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1126,message,2020-04-20T18:30:04,,,,,Yes,,Opt,740332281,,1124,,,,,,,,,,,,,,
1127,message,2020-04-20T18:30:47,,,,,Yes,,Priyanka Eega,884724711,,,,,,,,,,,,,,,,
1128,message,2020-04-20T18:32:15,,,,,I didnt get,,AR,556754132,,,,,,,,,,,,,,,,
1129,message,2020-04-20T18:32:54,,,,,anyone else?,,AR,556754132,,,,,,,,,,,,,,,,
1130,message,2020-04-20T18:33:09,,,,,Me,,Padma,1088920036,,1124,,,,,,,,,,,,,,
1131,message,2020-04-20T18:33:23,,,,,Yes I got,,Slim Shady,1001692061,,,,,,,,,,,,,,,,
1132,message,2020-04-20T18:34:31,,,,,I got,,It's me,809094141,,,,,,,,,,,,,,,,
1133,message,2020-04-20T18:36:12,,,,,i received it too.,,AYUSH Kumar,739361554,,,,,,,,,,,,,,,,
1134,message,2020-04-20T18:37:37,,,,,Hey i got green audit mail today what that means????,,Himanshu Jadon,842861536,,,,,,,,,,,,,,,,
1135,message,2020-04-20T18:38:22,,,,,all that means they are not cancelling out offer letters😂,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1136,message,2020-04-20T18:38:30,,,,,Lol,,Himanshu Jadon,842861536,,,,,,,,,,,,,,,,
1137,message,2020-04-20T18:39:02,,,,,So now should i upload my all ug marksheets from 1 to 7th sen or only,,Himanshu Jadon,842861536,,,,,,,,,,,,,,,,
1138,message,2020-04-20T18:39:05,,,,,7th sem,,Himanshu Jadon,842861536,,,,,,,,,,,,,,,,
1139,message,2020-04-20T18:39:36,,,,,Yeah,,Sagar Chaudhary,895925977,,1135,,,,,,,,,,,,,,
1140,message,2020-04-20T18:40:14,,,,,yes upload if you have,,ka;hoil,730583697,,1137,,,,,,,,,,,,,,
1141,message,2020-04-20T18:41:18,,,,,Okay bro,,Himanshu Jadon,842861536,,,,,,,,,,,,,,,,
1142,message,2020-04-20T18:53:17,,,,,I don't have wat i should do,,Prajwala Naik,687657794,,1140,,,,,,,,,,,,,,
1143,message,2020-04-20T18:54:06,,,,,wait,,ka;hoil,730583697,,,,,,,,,,,,,,,,
1144,message,2020-04-20T18:56:10,,,,,I am unable to upload Loa because of unavailability of printer🥺,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1145,message,2020-04-20T18:56:13,,,,,What should I do,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1146,message,2020-04-20T19:09:49,,,,,,,Reethika Shetty,735502485,,,(File not included. Change data exporting settings to download.),863,1280,,,,,,,,,,,
1147,message,2020-04-20T19:19:46,,,,,i tried using adobe pdf filler,,AR,556754132,,1144,,,,,,,,,,,,,,
1148,message,2020-04-20T19:20:41,,,,,can anyone help me with applying pan card online,,AR,556754132,,,,,,,,,,,,,,,,
1149,message,2020-04-20T19:26:12,,,,,anyone pls help,,AR,556754132,,,,,,,,,,,,,,,,
1150,message,2020-04-20T19:28:30,,,,,Do you have the draft?,,Praneti Kore,835217980,,1146,,,,,,,,,,,,,,
1151,message,2020-04-20T19:29:33,,,,,No I uploaded print out only before lockdown,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1152,message,2020-04-20T19:29:50,,,,,Where did you get this msg?,,Praneti Kore,835217980,,1146,,,,,,,,,,,,,,
1153,message,2020-04-20T19:30:03,,,,,From college group,,Reethika Shetty,735502485,,,,,,,,,,,,,,,,
1154,message,2020-04-20T19:30:16,,,,,Can you ask them for the draft?,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1155,message,2020-04-20T20:22:52,,,,,what is the employee id,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1156,message,2020-04-20T20:22:56,,,,,and user id,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1157,message,2020-04-20T20:49:04,,,,,My synergy portal is locked...I typed the wrong password...what to do??,,Akshay,926638045,,,,,,,,,,,,,,,,
1158,message,2020-04-20T20:59:58,,,,,Reset password.,,Santhosh-😎,1085787413,,1157,,,,,,,,,,,,,,
1159,service,2020-04-20T22:06:14,Shanthi Pravinya,762668296,invite_members,,,['Shanthi Pravinya'],,,,,,,,,,,,,,,,,,
1162,message,2020-04-21T10:23:53,,,,,"[{'type': 'italic', 'text': 'Theodore Couey'}, ' [', {'type': 'code', 'text': '1278819288'}, '] is spamming a group or a channel. \n', {'type': 'bold', 'text': 'Action:'}, ' Warn (1/3) ❕']",,Group Help,162726413,,,,,,,,,,,,,,,,
1163,message,2020-04-21T14:50:27,,,,,Has everyone received green audit mail,,Dia Ghosh,921953524,,1124,,,,,,,,,,,,,,
1164,message,2020-04-21T14:51:00,,,,,No,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1165,message,2020-04-21T14:51:15,,,,,No,,J,840917228,,,,,,,,,,,,,,,,
1166,message,2020-04-21T14:51:26,,,,,Did u,,Venkat Balaji,865216945,,1163,,,,,,,,,,,,,,
1167,message,2020-04-21T14:51:37,,,,,Not yet,,Dia Ghosh,921953524,,1166,,,,,,,,,,,,,,
1168,message,2020-04-21T14:51:54,,,,,Yes,,It's me,809094141,,1163,,,,,,,,,,,,,,
1169,message,2020-04-21T15:02:40,,,,,I got only update green audit yesterday.,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1170,message,2020-04-21T15:03:06,,,,,yes,,Shatanik Chakraborti,906438468,,,,,,,,,,,,,,,,
1171,message,2020-04-21T15:04:03,,,,,I didn't get. 😐,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
1172,message,2020-04-21T15:08:45,,,,,"I got green audit letter yesterday and today from college group I got that I didn't upload Aadhar and Pan Card....
How many of u faced this problem",,Adarsh Sharma,441449211,,,,,,,,,,,,,,,,
1173,message,2020-04-21T15:09:47,,,,,I faced not uploading pan card in synergy portal itself. But i uploaded.,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
1174,message,2020-04-21T15:10:11,,,,,But i didnt get any green audit letter...!,,Santhosh-😎,1085787413,,,,,,,,,,,,,,,,
1175,message,2020-04-21T15:10:54,,,,,Did u guys get update green audit or just green audit?,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1176,message,2020-04-21T15:11:22,,,,,,,Adarsh Sharma,441449211,,,(File not included. Change data exporting settings to download.),590,1280,,,,,,,,,,,
1177,message,2020-04-21T15:11:28,,,,,This is what I got,,Adarsh Sharma,441449211,,,,,,,,,,,,,,,,
1178,message,2020-04-21T15:11:45,,,,,I too got the same.,,Arshad Mohammad,793293878,,1176,,,,,,,,,,,,,,
1179,message,2020-04-21T15:11:53,,,,,Yeah,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1180,message,2020-04-21T15:12:00,,,,,Everyone got this onlt,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1181,message,2020-04-21T15:12:01,,,,,Only,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1182,message,2020-04-21T15:12:04,,,,,*,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1183,message,2020-04-21T15:12:21,,,,,This shows that you are complete with document verification process,,Santhosh-😎,1085787413,,1176,,,,,,,,,,,,,,
1184,message,2020-04-21T15:12:30,,,,,Broh did u get anything from college saying that you have to documents upload,,Adarsh Sharma,441449211,,1178,,,,,,,,,,,,,,
1185,message,2020-04-21T15:12:45,,,,,No.,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1186,message,2020-04-21T15:13:01,,,,,I uploaded all,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1187,message,2020-04-21T15:13:55,,,,,"I got this mail yesterday saying that I uploaded all the documents
But Today from college I got I need to upload Aadhar and Pan card.... Although I have uploaded all documents",,Adarsh Sharma,441449211,,1176,,,,,,,,,,,,,,
1188,message,2020-04-21T15:14:29,,,,,Oh...my college didn't say anything to me.,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1189,message,2020-04-21T15:15:01,,,,,Even iverify portal didn't give any notification about it,,Arshad Mohammad,793293878,,,,,,,,,,,,,,,,
1190,message,2020-04-21T15:25:29,,,,,,,Vasanthi Narasani,1052844565,,,(File not included. Change data exporting settings to download.),1280,590,,,,,,,,,,,
1191,message,2020-04-21T15:26:08,,,,,I to got this only now.,,Santhosh-😎,1085787413,,1190,,,,,,,,,,,,,,
1192,message,2020-04-21T15:26:26,,,,,Can any one say how to write consent email to upload LOA,,Vasanthi Narasani,1052844565,,,,,,,,,,,,,,,,
1193,message,2020-04-21T15:34:00,,,,,My account has been locked,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1194,message,2020-04-21T15:34:07,,,,,How can I get it back?,,Praneti Kore,835217980,,,,,,,,,,,,,,,,
1195,message,2020-04-21T15:39:41,,,,,Password change karlo,,Sagar Chaudhary,895925977,,,,,,,,,,,,,,,,
1196,message,2020-04-21T16:02:08,,,,,I too got that,,Lakshmanagari Himaja,926583723,,1191,,,,,,,,,,,,,,
1197,message,2020-04-21T16:44:58,,,,,How are u getting this information....in my portal there is no bgv tab availabe,,Dia Ghosh,921953524,,1173,,,,,,,,,,,,,,
1198,message,2020-04-21T16:45:10,,,,,Neither i received any audit green mail,,Dia Ghosh,921953524,,,,,,,,,,,,,,,,
1199,message,2020-04-21T16:45:21,,,,,But i uploaded all documents,,Dia Ghosh,921953524,,,,,,,,,,,,,,,,
1200,message,2020-04-21T16:46:45,,,,,I did not receive any...how will i get to know what more shd i need to upload,,Dia Ghosh,921953524,,1175,,,,,,,,,,,,,,
1201,message,2020-04-21T16:47:33,,,,,I did not receive this also,,Dia Ghosh,921953524,,1190,,,,,,,,,,,,,,
1202,message,2020-04-21T16:53:55,,,,,go to wipro portal.i had a new button clarify,,AR,556754132,,1200,,,,,,,,,,,,,,
1203,message,2020-04-21T16:54:18,,,,,i didnt upload s7 marksheet and that was the reason,,AR,556754132,,,,,,,,,,,,,,,,
1204,message,2020-04-21T16:54:49,,,,,u mean synergy portal?,,Dia Ghosh,921953524,,,,,,,,,,,,,,,,
1205,message,2020-04-21T16:55:31,,,,,i did not receive my 7ths em marksheet yet,,Dia Ghosh,921953524,,1202,,,,,,,,,,,,,,
1206,message,2020-04-21T16:55:53,,,,,yep,,AR,556754132,,,,,,,,,,,,,,,,
1208,message,2020-04-21T16:58:52,,,,,Where is that tab ...can u pls tell,,Dia Ghosh,921953524,,,(File not included. Change data exporting settings to download.),1280,295,,,,,,,,,,,
1209,message,2020-04-21T16:59:08,,,,,I have goy only these tabs in my portal,,Dia Ghosh,921953524,,1206,,,,,,,,,,,,,,
1210,message,2020-04-21T17:02:14,,,,,Anyone need python pjp solutions.???,,It's me,809094141,,,,,,,,,,,,,,,,
1211,message,2020-04-21T17:02:33,,,,,Eve. I can't find my background verification tab,,Vasanthi Narasani,1052844565,,,,,,,,,,,,,,,,
1212,message,2020-04-21T17:06:30,,,,,Can u put ss of that new button?,,Dia Ghosh,921953524,,1202,,,,,,,,,,,,,,
1213,message,2020-04-21T17:27:18,,,,,it might have been here.may be u dont have any problem,,AR,556754132,,1208,,,,,,,,,,,,,,
1214,message,2020-04-21T17:28:10,,,,,"If you upload something it takes time....again to come that ""clarification"" option",,Slim Shady,1001692061,,,,,,,,,,,,,,,,
1215,message,2020-04-21T17:28:41,,,,,But i did not receive audit green mail,,Dia Ghosh,921953524,,1213,,,,,,,,,,,,,,
1216,message,2020-04-21T17:29:17,,,,,If you uploaded something today that option gets disappeared that means it's checking... The uploaded files again If any clarifications are there... The iverify portal will come after 4-5days,,Slim Shady,1001692061,,,,,,,,,,,,,,,,
1217,message,2020-04-21T17:29:57,,,,,I hve uploaded documents  long back in iverify portal,,Dia Ghosh,921953524,,1216,,,,,,,,,,,,,,
1218,message,2020-04-21T17:30:27,,,,,Same in my casr,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1219,message,2020-04-21T17:30:43,,,,,Long long back I uploaded,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1220,message,2020-04-21T17:30:54,,,,,There was no provide clarifications,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1221,message,2020-04-21T17:31:12,,,,,Yes me also thereafter i receive other mails...,,Dia Ghosh,921953524,,,,,,,,,,,,,,,,
1222,message,2020-04-21T17:31:15,,,,,I too didn't get audit green,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1223,message,2020-04-21T17:31:22,,,,,Yes,,Venkat Balaji,865216945,,1221,,,,,,,,,,,,,,
1224,message,2020-04-21T17:31:46,,,,,They have only asked for 1 to 6 mark sheets,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1225,message,2020-04-21T17:31:52,,,,,Yeah they also did not send any mail regarding any doubt,,Dia Ghosh,921953524,,1222,,,,,,,,,,,,,,
1226,message,2020-04-21T17:32:05,,,,,Any problems with my documents,,Dia Ghosh,921953524,,1225,,,,,,,,,,,,,,
1227,message,2020-04-21T17:33:02,,,,,Don't know bro,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1228,message,2020-04-21T17:33:15,,,,,Y this happend,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1229,message,2020-04-21T17:33:53,,,,,Yes are u thinking about sending any mail to them?,,Dia Ghosh,921953524,,,,,,,,,,,,,,,,
1230,message,2020-04-21T17:34:06,,,,,I sent yesterday itsself,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1231,message,2020-04-21T17:34:15,,,,,I tried calling them,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1232,message,2020-04-21T17:34:19,,,,,No response,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
1233,message,2020-04-21T17:35:42,,,,,I thought our documents are fine so we dont have to change anything,,Venkat Balaji,865216945,,,,,,,,,,,,,,,,
